cc,pc,place_name,admin_name1,admin_code1,admin_name2,admin_code2,admin_name3,admin_code3,latitude,longitude,accuracy
JP,965-0821,Yugawaminami,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0822,Hanamigaoka,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4851,139.9427,1
JP,965-0823,Kempukujimae,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0824,Kitaaoki,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0825,Mondemmachi Kuroiwa,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0826,Mondemmachi Oyama,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0827,Mondemmachi Tsutsumizawa,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0828,Mondemmachi Omogawa,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0830,Nishinengu,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4768,139.9227,1
JP,965-0831,Omotemachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0832,Tenjimmachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0833,Meiwamachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0834,Mondemmachi Nengumachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0835,Tateumamachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0836,Tatewakimachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0837,Nishikimachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0838,Furukawamachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0839,Higashinengu,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4739,139.9277,1
JP,965-0841,Mondemmachi Hiyoshi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0842,Mondemmachi Nakano,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0843,Mondemmachi Tokuhisa,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0844,Mondemmachi Ichinoseki,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0845,Mondemmachikogyodanchi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0846,Mondemmachi Niidera,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0847,Tsushimadatemachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0851,Ohatamachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0852,Hiyoshimachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0853,Zaimokumachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4859,139.912,1
JP,965-0854,Sakuramachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0855,Sumiyoshimachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0856,Makuchihigashimachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0857,Yanagiwaramachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.494,139.9054,1
JP,965-0858,Kozashimachi Minamishigo,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0859,Kozashimachi Makuchi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0861,Nisshimmachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0862,Hommachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0863,Yugawamachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0864,Josaimachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0865,Kawaramachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0866,Shinyokomachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0867,Midorimachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4441,140.1604,1
JP,965-0871,Sakaemachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3969,140.3844,1
JP,965-0872,Higashisakaemachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3969,140.3844,1
JP,965-0873,Otemachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3969,140.3844,1
JP,965-0874,Minamihanabatake,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3969,140.3844,1
JP,965-0875,Yonedai,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4875,139.9233,1
JP,965-0876,Yamagamachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3969,140.3844,1
JP,965-0877,Nishisakaemachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3969,140.3844,1
JP,965-0878,Nakamachi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4506,139.968,4
JP,969-3401,Kawahigashimachi Okada,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3402,Kawahigashimachi Fukushima,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3411,Kawahigashimachi Otawara,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3412,Kawahigashimachi Yoda,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3421,Kawahigashimachi Kumanodo,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3422,Kawahigashimachi Koya,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3431,Kawahigashimachi Higashinagahara,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5621,139.9438,4
JP,969-3441,Kawahigashimachi Minamikoya,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3451,Kawahigashimachi Hatta,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5328,139.9833,4
JP,969-3461,Kawahigashimachi Asayama,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3462,Kawahigashimachi Kaneda,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3463,Kawahigashimachi Kurahashi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3464,Kawahigashimachi Kogyodanchi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3471,Kawahigashimachi Hirota,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3481,Kawahigashimachi Koriyama,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-3482,Kawahigashimachi Tanisawa,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.5474,139.9635,1
JP,969-5111,Otomachi Ishimura,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5112,Otomachi Shimoamaya,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5113,Otomachi Miyauchi,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5114,Otomachi Kamiamaya,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5121,Otomachi Kamimiyoriminamihara,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5122,Otomachi Kamimiyorikashu,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5122,Otomachi Kamimiyoriotsu,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5123,Otomachi Kamimiyorihei,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5123,Otomachi Kamimiyoriomameta,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5131,Otomachi Takagawa,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5132,Otomachi Kamioshu,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5133,Otomachi Okawa,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5141,Otomachi Oyakawabata,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5142,Otomachi Oyasakanoshita,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5143,Otomachi Oyahara,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5144,Otomachi Oyanishimura,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5145,Otomachi Oyahirasawa,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5146,Otomachi Oyayunodaira,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,1
JP,969-5147,Otomachi Ashinomaki,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.3636,139.9095,4
JP,969-6001,Kitaaizumachi Temman,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4737,139.868,1
JP,969-6002,Kitaaizumachi Asoshinden,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4737,139.868,1
JP,969-6003,Kitaaizumachi Nishiaso,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4737,139.868,1
JP,969-6004,Kitaaizumachi Furuaso,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4737,139.868,4
JP,969-6005,Kitaaizumachi Matsuno,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4737,139.868,1
JP,969-6006,Kitaaizumachi Shinzaike,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4737,139.868,1
JP,969-6007,Kitaaizumachi Kitagoan,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4737,139.868,1
JP,969-6008,Kitaaizumachi Oshima,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.4737,139.868,1
JP,969-6011,Kitaaizumachi Nishigoan,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.2901,140.0049,1
JP,969-6012,Kitaaizumachi Kanaya,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.2901,140.0049,1
JP,969-6013,Kitaaizumachi Shimono,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.2901,140.0049,1
JP,969-6015,Kitaaizumachi Mizukinosato,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.2901,140.0049,1
JP,969-6180,Kitaaizumachi Ryodo,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.6451,140.2743,1
JP,969-6182,Kitaaizumachi Kashiwabara,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.6451,140.2743,1
JP,969-6183,Kitaaizumachi Kamiyonezuka,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.6451,140.2743,1
JP,969-6184,Kitaaizumachi Sambommatsu,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.6451,140.2743,1
JP,969-6185,Kitaaizumachi Shimoyonezuka,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.6451,140.2743,1
JP,969-6186,Kitaaizumachi Furudate,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.6451,140.2743,1
JP,969-6188,Kitaaizumachi Higashikomatsu,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.6451,140.2743,1
JP,969-6189,Kitaaizumachi Komatsu,Fukushima Ken,8,Aizuwakamatsu Shi,1865633.0,,,37.6451,140.2743,1
JP,963-3311,Yuzawa,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3312,Natsui,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3313,Minamitawarai,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3314,Shioniwa,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3315,Wanada,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3316,Kamihadeniwa,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3400,Ikanikeisaiganaibaai,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3401,Ononiimachi,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3402,Yatsuzaku,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3403,Onoakanuma,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3404,Shobuya,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3405,Karimanda,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3406,Kawagoishi,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3238,140.6389,1
JP,963-3521,Iitoyo,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3106,140.6029,4
JP,963-3522,Otokami,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3106,140.6029,1
JP,963-3523,Onoyamakami,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3106,140.6029,1
JP,963-3524,Ukigane,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3106,140.6029,1
JP,963-3525,Yoshinobe,Fukushima Ken,8,Tamura Gun,2110839.0,Ono Machi,7522.0,37.3106,140.6029,1
JP,963-7700,Ikanikeisaiganaibaai,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6244,140.4263,1
JP,963-7701,Sanezawa,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6244,140.4263,1
JP,963-7702,Aoishi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6244,140.4263,1
JP,963-7703,Shoji,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6244,140.4263,1
JP,963-7704,Kumagami,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6244,140.4263,1
JP,963-7705,Tennoshita,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6244,140.4263,1
JP,963-7706,Odaira,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3435,140.5699,4
JP,963-7707,Serigasawa,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.4361,140.5132,4
JP,963-7708,Kuribayashi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6244,140.4263,1
JP,963-7709,Kodaki,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6244,140.4263,1
JP,963-7711,Sakuragaoka,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7712,Rakuchi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7712,Kuguriki,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7712,Happoya,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7713,Shibahara,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7714,Taki,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3435,140.5699,4
JP,963-7715,Hiwatashi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7716,Nemoto,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7716,Hebiishi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7717,Kitsuneda,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7718,Yogiashi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7719,Kaiyama,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3093,140.2039,1
JP,963-7721,Hebisawa,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.4894,140.0782,1
JP,963-7721,Haruda,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.4894,140.0782,1
JP,963-7721,Harusawa,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.4894,140.0782,1
JP,963-7722,Nishikata,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3435,140.5699,4
JP,963-7723,Saito,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.397,140.4526,4
JP,963-7724,Numasawa,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.4894,140.0782,1
JP,963-7725,Takanosu,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.4894,140.0782,1
JP,963-7726,Numanokura,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3435,140.5699,4
JP,963-7731,Shimomogi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6217,140.5594,1
JP,963-7732,Kamimogi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6217,140.5594,1
JP,963-7733,Yamada,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3435,140.5699,4
JP,963-7741,Yashimadai,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6267,140.235,1
JP,963-7741,Kamatamae,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6267,140.235,1
JP,963-7741,Tennomae,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6267,140.235,1
JP,963-7742,Tsurumakita,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6267,140.235,1
JP,963-7743,Joroku,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6267,140.235,1
JP,963-7744,Hachimammachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6267,140.235,1
JP,963-7745,Amagaya,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6267,140.235,1
JP,963-7746,Baba,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3435,140.5699,4
JP,963-7747,Gangita,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.6267,140.235,1
JP,963-7748,Yamazaki,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3435,140.5699,4
JP,963-7749,Ippommatsu,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.4244,140.2224,3
JP,963-7749,Okubo,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3435,140.5699,4
JP,963-7751,Kitamachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7752,Niimachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.4409,140.4964,4
JP,963-7752,Shimizubata,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,3
JP,963-7752,Rokushomaki,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,3
JP,963-7752,Kamei,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,3
JP,963-7752,Eboshiishi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,3
JP,963-7753,Shimizu,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7753,Akasaka,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7753,Nagasaku,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7753,Yasochi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7753,Shihamba,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7754,Bangumigashira,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7754,Yumimachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7754,Kehaizaka,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7754,Koshinzaka,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7754,Shimmachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7754,Shikencho,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7754,Egenokoshi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7754,Bangumi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7755,Sanchu,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7756,Minamimachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7757,Egetani,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7758,Sakuradani,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7758,Koganedaki,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7759,Omachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.2875,140.6328,1
JP,963-7761,Toinokuchi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7761,Shitanda,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7762,Obamakaido,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7763,Mochiaibata,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7763,Hinatamachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7763,Tsubameshimizu,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7764,Kitamukimachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7765,Aramachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7766,Nakamachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3435,140.5699,4
JP,963-7767,Gomemmachi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7768,Shibuike,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7769,Katsugibashi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.3969,140.3844,1
JP,963-7771,Hirasawa,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.5177,140.2977,1
JP,963-7772,Omatsuri,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.5177,140.2977,1
JP,963-7773,Fukadawa,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.5177,140.2977,1
JP,963-7781,Kitanarita,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.5177,140.2977,1
JP,963-7782,Tomisawa,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.5177,140.2977,1
JP,963-7783,Minaminarita,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.5177,140.2977,1
JP,963-7784,Rokutomaki,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.5177,140.2977,1
JP,963-7785,Matsubashi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.5177,140.2977,1
JP,963-7786,Nanakusagi,Fukushima Ken,8,Tamura Gun,2110839.0,Miharu Machi,7521.0,37.5177,140.2977,1
JP,962-0000,Ikanikeisaiganaibaai,Fukushima Ken,8,Sukagawa Shi,2110958.0,,,37.4037,140.2679,1
